"","x"
"1552768_at",-0.158547886703449
"1552769_at",0.0421987382625844
"1552770_s_at",0.133879984725456
"1552771_a_at",0.150999155456627
"1552772_at",0.0111850641992111
"1552773_at",-0.0498881797011483
"1552774_a_at",-0.224425923704741
"1552775_at",0.189629663159787
"1552777_a_at",-0.173041755391236
"1552779_a_at",0.0794841158878188
"1552782_at",0.188148425517305
"1552783_at",0.22250509867248
"1552785_at",0.310257111731215
"1552787_at",-0.027090258298351
"1552788_a_at",-0.187935145743181
"1552789_at",-0.415426036847132
"1552790_a_at",-0.502442275546644
"1552791_a_at",0.151767013018202
"1552792_at",0.458666004988058
"1552793_at",0.153855181137509
"1552794_a_at",0.353874374020061
"1552796_a_at",0.12652672108298
"1552797_s_at",-0.0294990810423137
"1552798_a_at",-0.0351512280360549
"1552799_at",0.107741173574523
"1552800_at",-0.0179753533295335
"1552801_at",0.00344715112721428
"1552803_a_at",0.128766881857201
"1552804_a_at",0.00144201313564185
"1552806_a_at",-0.0288021047145013
"1552807_a_at",0.0600676931043047
"1552808_at",-0.11562836060825
"1552809_at",0.153610433771649
"1552811_at",0.0871682872219228
"1552812_a_at",0.055858757122178
"1552813_at",0.283947711353805
"1552814_a_at",0.0512504191280603
"1552816_at",0.209807080961523
"1552818_a_at",0.0370031157203172
"1552819_at",0.038575610180315
"1552822_at",-0.164820565162955
"1552825_at",-0.0602237273320443
"1552826_at",0.0343514491139043
"1552827_s_at",0.268329922209495
"1552828_at",0.010108490044697
"1552829_at",0.0650729760447768
"1552830_at",0.159238331264719
"1552833_at",0.0349997200386509
"1552834_at",0.197302474362028
"1552835_at",0.0904498546428538
"1552836_at",0.0715069827499493
"1552837_at",0.0791615081050021
"1552839_at",0.246535583643006
"1552841_s_at",0.14574876500802
"1552842_at",-0.0740866360339187
"1552843_at",0.0795911980358852
"1552845_at",0.270941836968041
"1552846_s_at",-0.100978853896251
"1552848_a_at",0.196480173375149
"1552849_at",-0.0911221754725429
"1552851_at",-0.350372293881125
"1552852_a_at",-0.00882047079966863
"1552853_at",0.115472128498256
"1552854_a_at",-0.182264735592701
"1552856_at",0.183729960582788
"1552857_a_at",0.216645393011373
"1552858_at",0.0356154542653098
"1552860_at",-0.0847660185468904
"1552862_at",-0.200956560085775
"1552863_a_at",-0.0681970403722421
"1552865_a_at",0.295126281281735
"1552867_at",-0.0713044608770481
"1552868_at",0.00807571410538799
"1552870_s_at",-0.198249450079955
"1552872_at",0.258433799775159
"1552873_s_at",0.0260392414074335
"1552875_a_at",0.0765421416137586
"1552876_at",0.0111640678073621
"1552877_s_at",0.110693350127558
"1552878_at",-0.120228670512042
"1552879_a_at",0.2707084698087
"1552880_at",-0.32493290431779
"1552882_a_at",0.128110514774304
"1552884_at",0.108399126323338
"1552885_a_at",0.00811190408421503
"1552887_at",-0.105934743703445
"1552889_a_at",0.0300222281179696
"1552890_a_at",-0.230900013787592
"1552892_at",0.106816042136588
"1552893_at",0.111216560597199
"1552895_a_at",-0.184458251609584
"1552897_a_at",0.00797358995487851
"1552898_a_at",0.185616146680999
"1552899_at",0.170516808073331
"1552900_a_at",0.241575409139377
"1552902_a_at",0.066884523958481
"1552903_at",0.0986273256116723
"1552904_at",-0.182361373931546
"1552906_at",-0.0109861483815876
"1552908_at",-0.149308620386991
"1552910_at",0.0705880968038279
"1552911_at",-0.166662033827039
"1552912_a_at",0.0744334457419178
"1552913_at",-0.0876303386603536
"1552914_a_at",0.0215731504738184
"1552915_at",0.278611872707142
"1552917_at",-0.0520738763355508
"1552919_at",0.0917789419708308
"1552921_a_at",0.308878724599718
"1552922_at",-0.00535454467183394
"1552923_a_at",-0.0244158362733948
"1552924_a_at",0.101458743246483
"1552925_at",0.00328738193070022
"1552927_at",-0.388438182097226
"1552928_s_at",-0.28541488697934
"1552929_at",0.257407615710351
"1552930_at",0.0397716300892688
"1552931_a_at",0.0132578501551759
"1552932_at",-0.0703088913063383
"1552933_at",0.0289074444947293
"1552935_at",-0.240877413552295
"1552937_s_at",0.362181043190746
"1552938_at",0.140167091867455
"1552939_at",-0.101050426667609
"1552940_at",0.0458457473504188
"1552942_at",0.613931861828031
"1552943_at",0.0220677526812616
"1552944_a_at",-0.126675337951707
"1552946_at",-0.195088984571409
"1552947_x_at",-0.146839050028136
"1552948_at",0.0600080668928999
"1552950_at",-0.242490896059323
"1552952_at",-0.180661031833478
"1552953_a_at",0.0263259643310088
"1552954_at",-0.0752798032032862
"1552955_at",0.000540779254198043
"1552957_at",0.124031079985202
"1552960_at",-0.150743900214306
"1552961_at",0.0436718221975863
"1552964_at",0.327713565586423
"1552965_a_at",-0.153655242865214
"1552967_at",0.0935416115597176
"1552969_a_at",-0.114697399127399
"1552970_s_at",-0.190176911061024
"1552971_at",0.20130788348009
"1552972_at",-0.298244141761676
"1552973_at",0.322375515556787
"1552974_at",-0.152704804329254
"1552975_x_at",-0.25337538788687
"1552976_at",-0.0823264163515018
"1552977_a_at",-0.17969712460926
"1552978_a_at",-0.216791404985013
"1552979_at",0.418152821210349
"1552980_at",-0.0793077823768558
"1552982_a_at",0.0517445217268619
"1552985_at",0.232785860740569
"1552986_at",-0.0688284498005598
"1552987_a_at",0.0413236286579324
"1552988_at",-0.194808443214331
"1552990_at",0.175693522646394
"1552991_at",0.255850102151894
